"ID","Name","Main Media","Collections (All)","Collections (Name)"
"3a0ac8fe-d7e5-4a2f-8f8a-767ab9d38630","MOLDES DE POLICARBONATO","wix:image://v1/6138ec_ed5a771d7c504ea1bb9d04fd90fab123~mv2.jpeg/file.jpg#originWidth=1000&originHeight=1000","/collections/","/collections/MOLDES-DE-POLICARBONATO"
"d109036d-7608-42db-8210-e92091178a3a","MOLDES DE SILICONA","wix:image://v1/9c9dca_1424f104a56f4a4fb7418be01887b2e1~mv2.jpg/file.jpg#originWidth=1920&originHeight=1440","/collections/","/collections/MOLDES-DE-SILICONA"
"cbae4cfa-bf98-f0be-610a-d69e56c582c5","MOLDES DESMOLDABLES","wix:image://v1/9c9dca_db039486a0ae47ee98f06b61aa1429ff~mv2.jpg/file.jpg#originWidth=600&originHeight=600","/collections/","/collections/MOLDES-DESMOLDABLES"
"3c37b232-c400-4afa-b472-aa66db2b0acf","MOLDES PARA PAN","wix:image://v1/9c9dca_dc477c15ff944ebb9484b5c64450548e~mv2.jpg/file.jpg#originWidth=481&originHeight=320","/collections/","/collections/MOLDES-PARA-PAN"
"cbc2ba3f-5581-471f-8816-928b0d9f3830","MOLDES PARA TARTALETAS","wix:image://v1/6138ec_43165036872042d896d7104b437e9be8~mv2.jpeg/file.jpg#originWidth=275&originHeight=320","/collections/","/collections/MOLDES-PARA-TARTALETAS"
"6e2e952a-d049-4d21-b7c7-a270f055a77d","MOLDES PARA TORTA","wix:image://v1/9c9dca_d9639b815e5e469cbf84d03b27ce8e3e~mv2.jpg/file.jpg#originWidth=480&originHeight=320","/collections/","/collections/MOLDES-PARA-TORTA"
"1c118555-23af-288c-66c6-4f65f4666f3c","MOLDES REDONDOS","wix:image://v1/6138ec_04151afdbd374de795804e5ec26f6775~mv2.jpeg/file.jpg#originWidth=800&originHeight=800","/collections/","/collections/MOLDES-REDONDOS"
"38c62aaf-1d9a-484a-a703-0b39b15b57dc","MOLDES VARIOS","wix:image://v1/9c9dca_ef2bbd68e218422b9a6741061edead83~mv2.jpg/file.jpg#originWidth=1020&originHeight=1020","/collections/","/collections/MOLDES-VARIOS"
"5a71a3b5-0a6b-4499-a6a2-6e89c875e7df","MÁQUINAS DE PASTELERÍA","wix:image://v1/9c9dca_088c781fbb53420b86a8cd2d2edc863e~mv2.jpg/file.jpg#originWidth=529&originHeight=550","/collections/","/collections/M%C3%81QUINAS-DE-PASTELER%C3%8DA"
"2f385da4-4ac4-469c-92ca-854b244287c4","PALOS","wix:image://v1/9c9dca_bbd983cc3d6047ad9b9aa5d7f5d4f910~mv2.jpg/file.jpg#originWidth=460&originHeight=320","/collections/","/collections/PALOS"
"1d279b94-0649-4e25-86b4-ac5546b9e1fa","PAPEL","wix:image://v1/9c9dca_37a185c3c486497983efade28a5b497d~mv2.jpg/file.jpg#originWidth=2000&originHeight=2000","/collections/","/collections/PAPEL"
"d3864ce3-bfc7-4585-8213-780a905c558c","PASTILLAJE Y ADORNOS","wix:image://v1/9c9dca_00c8379728f94020ac73f42f0e557c92~mv2.jpg/file.jpg#originWidth=900&originHeight=900","/collections/","/collections/PASTILLAJE-Y-ADORNOS"
"9e1a748c-5215-46f3-a282-e229d90bc3cc","PEDESTALES","wix:image://v1/614034_103e8f4ab0ae4536a38b319d3eb437ed~mv2.png/missing-media.png#originWidth=500&originHeight=500","/collections/","/collections/PEDESTALES"
"ad697cf2-e52d-417a-b3b7-5390914980c9","PERLADO Y DIAMANTINA","wix:image://v1/9c9dca_b0c619856f5f45cf80e03862f1968653~mv2.jpg/file.jpg#originWidth=1790&originHeight=1588","/collections/","/collections/PERLADO-Y-DIAMANTINA"
"9611d26e-18d2-4e69-9c34-f9367eb0ab63","PIRUTINES GRANDES 50x35mm","wix:image://v1/9c9dca_0afc2770f15d4057bbc95987519c54f3~mv2.jpg/file.jpg#originWidth=2682&originHeight=1663","/collections/","/collections/PIRUTINES-GRANDES-50x35mm"
"05f3c16b-d61f-4603-9e58-17a31fe0812d","PIRUTINES MEDIANOS 40x23mm","wix:image://v1/9c9dca_6181b9401dd6458791886814ba1f5430~mv2.jpg/file.jpg#originWidth=910&originHeight=645","/collections/","/collections/PIRUTINES-MEDIANOS-40x23mm"
"4a3f3264-48d3-4a88-8183-7035ac509611","PIRUTINES MINI 27x14mm","wix:image://v1/9c9dca_879fa312f52c468ca2e91cab451ff279~mv2.jpg/file.jpg#originWidth=910&originHeight=765","/collections/","/collections/PIRUTINES-MINI-27x14mm"
"27fc4130-9f8c-4a90-961b-e60a7bce6fbe","PIRUTINES PANETÓN","wix:image://v1/9c9dca_edf54e33668b48b5b34675a698bc20ef~mv2.png/file.png#originWidth=236&originHeight=168","/collections/","/collections/PIRUTINES-PANET%C3%93N"
"5a552f08-fdde-447f-878d-25b91d1be9f8","PIRUTINES PEQUEÑOS 32x20mm","wix:image://v1/9c9dca_1c6f09116bee47f7b555fa168d929b1d~mv2.jpg/file.jpg#originWidth=350&originHeight=263","/collections/","/collections/PIRUTINES-PEQUE%C3%91OS-32x20mm"
"91ff0fd9-644b-413d-b1a3-a77479c7ae91","PIRUTINES VARIOS","wix:image://v1/9c9dca_0e45d69b468f45f9a4ca1ebb62979b62~mv2.jpg/file.jpg#originWidth=225&originHeight=225","/collections/","/collections/PIRUTINES-VARIOS"
"ce2f2745-0f71-40c3-8dfa-e44f7c5f1993","PORTA BOMBÓN","wix:image://v1/6138ec_c21782a94c1740d0901b99d0660edc81~mv2.jpg/file.jpg#originWidth=400&originHeight=400","/collections/","/collections/PORTA-BOMB%C3%93N"
"cc3a6bf4-6ac3-440b-b85e-8f650b5253a4","PREMEZCLA","wix:image://v1/9c9dca_2a49108d83364e5787b4f53b85fb0601~mv2.jpg/file.jpg#originWidth=225&originHeight=225","/collections/","/collections/PREMEZCLA"
"6255ba1e-f1bd-4753-ade2-a31be8b8a847","PRODUCTOS TERMINADOS","wix:image://v1/9c9dca_8762f7e494644ccd900c0920af641ae8~mv2.jpg/file.jpg#originWidth=481&originHeight=320","/collections/","/collections/PRODUCTOS-TERMINADOS"
"1f401dcd-81f0-a444-37c4-2fd100869dc5","PROMOCIÓN","wix:image://v1/614034_103e8f4ab0ae4536a38b319d3eb437ed~mv2.png/missing-media.png#originWidth=500&originHeight=500","/collections/","/collections/PROMOCI%C3%93N"
"60378567-2fca-4996-a7ab-f005d51da8d9","RASPE Y ALISADOR","wix:image://v1/9c9dca_2471873638094c3cb5e82110949ef9a6~mv2.jpg/file.jpg#originWidth=1280&originHeight=720","/collections/","/collections/RASPE-Y-ALISADOR"
"0b9e1876-ed03-4c2c-846e-6423293f622e","REBANADORES","wix:image://v1/9c9dca_77ab8b0be2024d3180c87e08b180ef04~mv2.jpg/file.jpg#originWidth=2104&originHeight=2105","/collections/","/collections/REBANADORES"
"61fe76c0-99da-45b9-998a-d6788a37630e","RELLENO Y JALEA","wix:image://v1/9c9dca_60a7b55b9ff04c8f9c1a54d506009245~mv2.jpg/file.jpg#originWidth=350&originHeight=233","/collections/","/collections/RELLENO-Y-JALEA"
"f7f09411-ded9-469f-8beb-198eb2a9cd40","RENDAS","wix:image://v1/9c9dca_5389b80518aa4ffa83da74ae729e4eec~mv2.jpg/file.jpg#originWidth=736&originHeight=724","/collections/","/collections/RENDAS"
"98669480-a351-4856-a0e9-fea69e519604","RODILLOS","wix:image://v1/6138ec_49459d8261d54d98812707e6500406fc~mv2.jpeg/file.jpg#originWidth=1000&originHeight=1000","/collections/","/collections/RODILLOS"
"d10dbbc3-4d46-4969-b9b9-ecc3b7a589bf","SELLOS","wix:image://v1/614034_103e8f4ab0ae4536a38b319d3eb437ed~mv2.png/missing-media.png#originWidth=500&originHeight=500","/collections/","/collections/SELLOS"
"903724fa-90c1-47dd-83a1-7295f0a0ba03","STENCIL","wix:image://v1/9c9dca_9f45681c4da14c338e9cb896d5e30f50~mv2.jpg/file.jpg#originWidth=799&originHeight=801","/collections/","/collections/STENCIL"
"0b92fd89-f9cb-48c0-a277-f8a06d40d757","TAPETES","wix:image://v1/6138ec_d08a4930d9f94f68865ec9d6869b8404~mv2.jpeg/file.jpg#originWidth=400&originHeight=400","/collections/","/collections/TAPETES"
"3b30679b-00eb-4473-8071-a769893fcffb","TARRINAS","wix:image://v1/9c9dca_76c6b45d5c504e9aa41adce77aee9305~mv2.jpg/file.jpg#originWidth=400&originHeight=400","/collections/","/collections/TARRINAS"
"3636eab7-e381-45a0-b111-9f6f7ec46ceb","TARTALETA","wix:image://v1/6138ec_019594cb8ecf4546b9904094c26bc8ca~mv2.png/file.png#originWidth=900&originHeight=498","/collections/","/collections/TARTALETA"
"42cdcddc-6e1d-408b-a7d4-879ce2dcebb9","TERMOMETROS","wix:image://v1/9c9dca_5a42edc6747e48bcb10ec90d1bbea7f1~mv2.jpg/file.jpg#originWidth=340&originHeight=340","/collections/","/collections/TERMOMETROS"
"9d51b787-e07d-49a2-922e-54b808799620","TEXTURIZADORES","wix:image://v1/9c9dca_078724c0c70449cb99716269cb333006~mv2.jpg/file.jpg#originWidth=568&originHeight=249","/collections/","/collections/TEXTURIZADORES"
"08f0c1d9-ad03-4d9f-ba29-2c30c5d58651","TINTAS PARA IMPRESORA","wix:image://v1/nsplsh_325730415a566c566d3355~mv2_d_5184_3456_s_4_2.jpg/file.jpg#originWidth=5184&originHeight=3456","/collections/","/collections/TINTAS-PARA-IMPRESORA"
"cd38491e-488e-4208-97dc-923472e909f8","TOPPERS","wix:image://v1/nsplsh_637663726e30354b686b6b~mv2_d_5662_3765_s_4_2.jpg/file.jpg#originWidth=5662&originHeight=3765","/collections/","/collections/TOPPERS"
"65c4abe1-e0ea-4d3f-bedb-235408142cff","TORTAS FALSAS","wix:image://v1/6138ec_5fde4a70447c40508ee9ce620d9bd2b3~mv2.jpg/file.jpg#originWidth=527&originHeight=527","/collections/","/collections/TORTAS-FALSAS"
"437dcb04-a6ab-47ee-8d65-3c07c5d3a98e","TRANSFER DE GELATINA","wix:image://v1/9c9dca_7170dea579ed48ff912af1513cc57521~mv2.jpg/file.jpg#originWidth=259&originHeight=175","/collections/","/collections/TRANSFER-DE-GELATINA"
